taxon,EBI20_S_2019-07-14,EBI20_S_2019-07-30,EBI20_S_2019-08-13,EBI20_S_2019-09-05,EBI20_S_2019-09-13,EBI20_S_2019-09-30,EBI20_S_2019-10-11,EBI20_S_2019-10-28,EBI20_S_2019-11-14,EBI20_S_2019-11-26,EBI20_S_2019-12-13,EBI20_S_2020-01-02,EBI20_S_Wi2020,EBI20_S_2020-01-16,EBI20_S_2020-01-27,EBI20_S_2020-02-07,EBI20_S_2020-02-21,EBI20_S_2020-03-06,EBI20_S_2020-03-23,EBI20_S_2020-04-14,EBI20_S_2020-04-29,EBI20_S_2020-05-13,EBI20_S_2020-05-21,EBI20_S_Sp2020,EBI20_S_2020-06-10,EBI20_S_2020-06-23,EBI20_S_2020-07-09,EBI20_S_2020-07-23,EBI20_S_2020-08-05,EBI20_S_2020-08-19
Beijerinckiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parasphingopyxis,0.0014327930509537,0.000749089175661412,0.00122136750305342,0.00173820817252453,0.000565639944464442,0.00135674690855526,0.00109135434412266,0.00140420576751832,0.00287838139950816,0.00610915359071206,0.00448958976373534,0.00545954776029576,0.00529160869466049,0.00571441580912485,0.00497673216132368,0.00455328284615566,0.00760022800684021,0.0065764631843927,0.00662361567941097,0.00579612088407758,0.00631761666397546,0.00787912662495718,0.00418402084403111,0.00308952304345442,0.00490431442485767,0.00198611417610212,0.00290533801656476,0.000540045551668271,0.00276960982671954,0.000749243264303054
Calditrichaceae,0.00161189218232292,0.00374544587830706,0.00304270500760676,0.00194443626079015,0.00370237054558544,0.00414776912044036,0.00319420783645656,0.00359613672169327,0.00250111781801923,0.00124211006616137,0.00157135641730737,0.00131115123377182,0.00166503204616472,0.00184409434477734,0.00226215098241986,0.00209970037983344,0.00103447547870881,0.00122718691000629,0.00173511572467485,0.00221019395579612,0.00133214920071048,0.0014604330815138,0.001540480401666,0.00266905541032157,0.00209205020920502,0.00263117689996435,0.00266684011968258,0.00180797858601986,0.00284154774429667,0.00248748763748614
Roseibacillus,0.000238798841825617,3.40495079846096e-05,0,5.89223109330348e-05,7.71327196996966e-05,3.87641973872931e-05,0,0,0,0,2.80599360233459e-05,0,0,0,0,0,0,0,1.50879628232596e-05,9.021199819576e-05,0.000141288551590505,0.000180300380433803,0.002225138357962,0.000219374417286704,0.000617326291240826,0.000373457366446553,0.000433632539785785,0.000986170137829017,6.29456778799896e-05,0.000599394611442443
DEV007,0.0027760365362228,0.00350709932241479,0.00257130000642825,0.00380048905518074,0.00344526147991978,0.0061635073845796,0.00412585178875639,0.00441811082950887,0.0024871450927789,0.00240817257725164,0.00272181379426455,0.00171954260166796,0.00207558789316425,0.00243602586285402,0.00236987245777318,0.00205251610163494,0.00190005700171005,0.00223410950283197,0.00226319442348894,0.00324763193504736,0.00639835297917003,0.00544507148910084,0.010098704855366,0.00617904608690883,0.00826531312161328,0.00731636931538475,0.00596244742205455,0.00584658010284346,0.0112672763405181,0.00638355261186202
OM182 clade,0.000447747828423032,0.000238346555892267,0.000621397501553494,0.000824912353062487,0.000411374505065049,0.000155056789549172,0.000558986371379898,0.000273991369271868,0.000503018108651912,0.00050698370047403,0.000785678208653684,0.000666322758146333,0.000684259744999202,0.000705764502322193,0.00077559462254395,0.000920093424870833,0.000717799311757131,0.000566393958464443,0.000648782401400163,0.00060893098782138,0.00123122880671726,0.000829381749995492,0.00112207831726289,0.00104202848211184,0.00102887715206804,0.000577161384508309,0.000411950912796496,0.000258282655145695,0.000863255010925571,0.000299697305721222
NS5 marine group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59689587885655e-05,0
Desulfobacterales,0.000268648697053819,0.000306445571861487,0.000257130000642825,0.000206228088265622,0.000591350851031007,0.0016668604876536,0.000479131175468484,0.000376738132748818,8.38363514419852e-05,0,8.41798080700376e-05,4.29885650416989e-05,9.12346326665602e-05,9.1066387396412e-05,2.15442950706653e-05,7.07764172977564e-05,2.1111744463445e-05,0,7.5439814116298e-05,6.765899864682e-05,2.01840787986436e-05,5.40901141301408e-05,0.000171164489074,0.000109687208643352,0,6.79013393539188e-05,0.000108408134946446,0.00035220362065322,0.000215813752731393,0.000329667036293344
Desulfobacteraceae,0.00208948986597415,0.00391569341823011,0.0010285200025713,0.000324072710131691,0.0022368488712912,0.00407024072566578,0.00135753833049404,0.00150695253099527,0.000754527162977867,0.000202793480189612,0.000364779168303496,0.000257931390250193,0.000387747188832881,0.000341498952736545,0.000473974491554636,0.000353882086488782,0.00016889395570756,0.000346129641283826,0.000316847219288452,0.00027063599458728,0.000100920393993218,0.000270450570650704,0.000494475190658223,0.000438748834573408,0.000102887715206804,0.000390432701285033,0.00112744460344304,0.00119749231022095,0.000818293812439864,0.00152845625917823
Sva0081 sediment group,0.00755201337273514,0.0136198031938438,0.00968523002421308,0.00483162949650885,0.0156065202859053,0.0193820986936465,0.0112595826235094,0.018734159873964,0.0134138162307176,0.00403052041876854,0.00920365901565744,0.00477173071962858,0.00752685719499122,0.00737637737910937,0.00680799724233023,0.00646424611319508,0.00857136825215868,0.00541220893643801,0.00535622680225716,0.0047361299052774,0.00595430324559987,0.00355191749454591,0.00391776497213822,0.00809857223816749,0.00411550860827217,0.00724846797603083,0.0070682103985083,0.00622226396487356,0.0047389103203935,0.00752240237360266
Sedimenticola,0.0069550162681711,0.0102148523953829,0.00917097002292742,0.00380048905518074,0.00745616290430401,0.00783036787223321,0.00766609880749574,0.00698677991643263,0.00598032640286161,0.00397982204872113,0.00561198720466917,0.00550253632533746,0.00467577492416121,0.0045533193698206,0.00504136504653568,0.00582725835751528,0.00363122004771254,0.00333543108873505,0.00300250460182866,0.00345060893098782,0.00349184563216535,0.00490417034779943,0.00452634982217911,0.0049542055903914,0.00466424308937513,0.00809723471795481,0.00591908416807597,0.00638662565451173,0.00744557446923305,0.0086612521353433
Phaeodactylibacter,5.96997104564043e-05,0.000102148523953829,2.14275000535687e-05,0.000147305777332587,0.00023139815909909,0.000271349381711052,0.00013309199318569,0.000308240290430851,5.58909009613235e-05,0,8.41798080700376e-05,6.44828475625484e-05,4.56173163332801e-05,0.000113832984245515,0.000193898655635988,0.000141552834595513,0,0,0.000105615739762817,0.0001127649977447,0.000100920393993218,9.01501902169014e-05,0.000152146212510222,9.14060072027934e-05,0.000171479525344674,0.000152778013546317,0.000260179523871471,9.39209655075254e-05,0.000161860314548545,0.00041957622800971
Pseudohongiella,0.00298498552282021,0.00265586162279955,0.00336411750841029,0.00436025100904457,0.00331670694708695,0.00399271233089119,0.00338053662691652,0.00489759572573464,0.00394030851777331,0.00646404218104388,0.00681856445367305,0.00829679305304789,0.00896380265948954,0.00771787633184592,0.00885470527404343,0.0104513176209687,0.00719910486203475,0.0066079295154185,0.0069102869730529,0.0068786648624267,0.00605522363959309,0.00504841065214648,0.00562940986287823,0.00482623718030749,0.00452705946909939,0.00388735167801185,0.00392437448506136,0.00368639789617037,0.00376774843310223,0.00353642820751041
WCHB1-32,2.98498552282021e-05,3.40495079846096e-05,2.14275000535687e-05,2.94611554665174e-05,2.57109065665655e-05,7.75283947745862e-05,2.6618398637138e-05,0.000273991369271868,2.79454504806617e-05,0.00017744429516591,5.61198720466917e-05,0,0,0,2.15442950706653e-05,2.35921390992521e-05,4.222348892689e-05,0,7.5439814116298e-05,0,0,0,0,0,0,3.39506696769594e-05,4.33632539785785e-05,4.69604827537627e-05,0,0
Pseudomonadaceae,0,0,0,0,7.71327196996966e-05,0,2.6618398637138e-05,3.42489211589835e-05,2.79454504806617e-05,2.53491850237015e-05,0.000112239744093383,4.29885650416989e-05,0,2.2766596849103e-05,0,2.35921390992521e-05,2.1111744463445e-05,0,3.01759256465192e-05,4.510599909788e-05,0,0,0,0,0,0,0,0,8.99223969714137e-06,0
Gemmatimonadaceae,0,0,2.14275000535687e-05,2.94611554665174e-05,0,0,0,0,1.39727252403309e-05,2.53491850237015e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mariprofundus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30885901413306e-05,0,0,3.14663310258024e-05,0,2.255299954894e-05,0,0,1.90182765637778e-05,0,0,1.69753348384797e-05,2.16816269892893e-05,0,1.79844793942827e-05,0
Aminicenantales,0.000298498552282021,0.000442643603799925,0.000407122501017806,2.94611554665174e-05,0.000411374505065049,0.000426406171260224,0.000292802385008518,0.000376738132748818,0.000237536329085625,5.0698370047403e-05,8.41798080700376e-05,2.14942825208495e-05,0.0001140432908332,2.2766596849103e-05,8.61771802826612e-05,2.35921390992521e-05,6.3335233390335e-05,3.14663310258024e-05,0.000105615739762817,0.0001127649977447,0.000100920393993218,9.01501902169014e-05,7.60731062551112e-05,0.000109687208643352,3.42959050689348e-05,0.000135802678707838,6.50448809678678e-05,9.39209655075254e-05,4.49611984857068e-05,0
OLB8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellin6067,0,0,0,2.94611554665174e-05,0,0,0,3.42489211589835e-05,0,0,2.80599360233459e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chitinophagaceae,0,0,0,0,0,0,0,0,6.98636262016544e-05,7.60475550711045e-05,0.00033671923228015,0.000236437107729344,4.56173163332801e-05,2.2766596849103e-05,6.46328852119959e-05,0.000117960695496261,8.44469778537801e-05,0.00012586532410321,9.05277769395576e-05,4.510599909788e-05,2.01840787986436e-05,7.21201521735211e-05,1.90182765637778e-05,1.82812014405587e-05,0,1.69753348384797e-05,2.16816269892893e-05,0,0,0
KCM-B-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Izimaplasma,0.000626846959792245,0.000612891143722973,0.000364267500910669,8.83834663995522e-05,0.000257109065665655,0.000310113579098345,0.00026618398637138,6.8497842317967e-05,0.000125754527162978,5.0698370047403e-05,8.41798080700376e-05,0.000107471412604247,0.00018246926533312,0.000113832984245515,0.000107721475353326,4.71842781985043e-05,0,0,0.000482814810344307,4.510599909788e-05,0,0,0.000114109659382667,1.82812014405587e-05,0,1.69753348384797e-05,0.000173453015914314,0.000140881448261288,3.59689587885655e-05,0.000179818383432733
TACK,0.000179099131369213,0.000170247539923048,0.000107137500267844,8.83834663995522e-05,0.000102843626266262,7.75283947745862e-05,0.000186328790459966,0.000273991369271868,6.98636262016544e-05,2.53491850237015e-05,0.000112239744093383,2.14942825208495e-05,4.56173163332801e-05,4.5533193698206e-05,0.000129265770423992,0,8.44469778537801e-05,3.14663310258024e-05,7.5439814116298e-05,2.255299954894e-05,4.03681575972873e-05,1.80300380433803e-05,1.90182765637778e-05,0.000109687208643352,6.85918101378695e-05,0.000135802678707838,6.50448809678678e-05,0,0,2.99697305721222e-05
Propionivibrio,0,0,2.14275000535687e-05,2.94611554665174e-05,0,0,0,0,1.39727252403309e-05,0,0,0,0,0,0,0,2.1111744463445e-05,0,4.52638884697788e-05,0,0,0,0,0,0,0,0,0,0,0
IheB3-7,0.000656696815020447,0.000749089175661412,0.000385695000964238,0.000736528886662935,0.000565639944464442,0.00120169011900609,0.000479131175468484,0.000513733817384752,0.00032137268052761,0.00017744429516591,0.000280599360233459,0.000171954260166796,0.000228086581666401,0.000136599581094618,0.000236987245777318,0.000117960695496261,0.000190005700171005,9.43989930774072e-05,0.000241407405172154,0.00018042399639152,0.000242208945583724,0.000216360456520563,0.000342328978148,0.000383905230251732,0.000342959050689348,0.000339506696769594,0.000672130436667968,0.000399164103406983,0.000269767190914241,0.000329667036293344
Lewinella,0.00546252350676099,0.00350709932241479,0.00389980500974951,0.00477270718557582,0.00496220496734715,0.00469046788386246,0.00396614139693356,0.00325364751010343,0.00336742678291974,0.00359958427336561,0.0034233121948482,0.00257931390250193,0.00291950824532993,0.00336945633366724,0.00286539124439848,0.00311416236110128,0.00213228619080795,0.0026746381371932,0.00303268052747518,0.00232295895354082,0.00421847246891652,0.0042009988641076,0.00709381715828912,0.0042046763313285,0.00380684546265176,0.00410803103091208,0.00513854559646156,0.00676230951654183,0.00517953006555343,0.00482512662211167
Geobacteraceae,0,0,0,0,0,0,0,0,2.79454504806617e-05,2.53491850237015e-05,5.61198720466917e-05,0,0,0,2.15442950706653e-05,0,0,0,0,0,0,0,0,0,3.42959050689348e-05,0,0,0,0,0
Simiduia,0,3.40495079846096e-05,0,5.89223109330348e-05,0,0,0,0,9.78090766823161e-05,0.000126745925118507,5.61198720466917e-05,0.000171954260166796,2.28086581666401e-05,9.1066387396412e-05,4.30885901413306e-05,2.35921390992521e-05,4.222348892689e-05,3.14663310258024e-05,0.000437550921874529,2.255299954894e-05,2.01840787986436e-05,0,9.50913828188889e-05,1.82812014405587e-05,0,3.39506696769594e-05,2.16816269892893e-05,0,1.79844793942827e-05,0
Rhodocyclaceae,2.98498552282021e-05,0.000204297047907658,0.00017142000042855,0,0.000179976345965959,0.000116292592161879,2.6618398637138e-05,0.000239742448112884,9.78090766823161e-05,0.000709777180663642,0.000140299680116729,8.59771300833978e-05,4.56173163332801e-05,4.5533193698206e-05,4.30885901413306e-05,0,4.222348892689e-05,9.43989930774072e-05,0.00036211110775823,6.765899864682e-05,8.07363151945745e-05,0.000108180228260282,5.70548296913334e-05,7.31248057622347e-05,0,1.69753348384797e-05,2.16816269892893e-05,2.34802413768814e-05,0,2.99697305721222e-05
FTLpost3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,0,0,0,0,0,0,0,3.42489211589835e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bathyarchaeota,0.000119399420912809,0.000238346555892267,0.000192847500482119,0.000324072710131691,0.000514218131331311,0.000814048145133155,0.000612223168654174,0.000753476265497637,0.000279454504806617,0.000126745925118507,0.000168359616140075,0.000150459977645946,0.000228086581666401,0.000182132774792824,0.000344708721130645,0.000117960695496261,0.00016889395570756,0.000157331655129012,0.000135791665409336,9.021199819576e-05,0.000100920393993218,0.000144240304347042,0.000133127935946445,0.000255936820167821,0,6.79013393539188e-05,0.000151771388925025,2.34802413768814e-05,3.59689587885655e-05,0
Arenicella,0.0042386794424047,0.0010555347475229,0.00149992500374981,0.00483162949650885,0.00249395793695686,0.00162809629026631,0.0026618398637138,0.00236317555996986,0.0013134361725911,0.00116606251109027,0.000982097760817105,0.000644828475625484,0.0010263896174988,0.000842364083416811,0.000991037573250603,0.00101446198126784,0.00156226909029493,0.00116425424795469,0.00117686110021425,0.00142083897158322,0.00230098498304537,0.00281268593476732,0.00656130541450334,0.00409498912268514,0.00339529460182454,0.00471914308509735,0.00333897055635055,0.00575265913733593,0.00572805668707905,0.00617376449785716
Marinovum,0.00041789797319483,0.000408594095815315,0.000214275000535688,0.000147305777332587,0.000205687252532524,0.000348877776485638,0.000159710391822828,0.000410987053907802,0.000684663536776213,0.000659078810616239,0.000533138784443571,0.000558851345542086,0.000456173163332801,0.000523631727529369,0.000215442950706653,0.000235921390992521,0.00054890535604957,0.000471994965387036,0.000347023144934971,0.00031574199368516,0.00044404973357016,0.000324540684780845,0.000304292425020445,0.000237655618727263,0.000342959050689348,0.000271605357415675,0.000325224404839339,0.00086876893094461,0.000557518861222765,0.000449545958581832
AqS1,5.96997104564043e-05,0.000272396063876877,0.000192847500482119,0,0.000128554532832828,7.75283947745862e-05,0.00013309199318569,0.000136995684635934,0.000111781801922647,0.000152095110142209,0.000252539424210113,0.000429885650416989,0.0001140432908332,0.000136599581094618,0.000129265770423992,0.000235921390992521,0.0004222348892689,0.00012586532410321,0.000437550921874529,0.0002255299954894,0.000121104472791862,0.000324540684780845,1.90182765637778e-05,7.31248057622347e-05,3.42959050689348e-05,0.000101852009030878,0.000173453015914314,2.34802413768814e-05,6.29456778799896e-05,5.99394611442443e-05
Microtrichaceae,0.0055222232172174,0.0053117232455991,0.00880670252201676,0.0045664790973102,0.0053735794724122,0.00414776912044036,0.00545677172061329,0.00517158709500651,0.00905432595573441,0.00932850008872215,0.00665020483753297,0.00924254148396527,0.0102867048331547,0.00705764502322193,0.0067002757669769,0.00693608889518013,0.00947917326408681,0.00903083700440529,0.00804188418479737,0.00942715381145692,0.00930486032617471,0.00712186502713521,0.00513493467222,0.00594139046818157,0.00607037519720145,0.00738427065473866,0.00715493690646546,0.00396816079269295,0.0073916210310502,0.003926034704948
Alteromonadaceae,0.00110444464344348,0.00119173277946134,0.000749962501874906,0.000618684264796865,0.000745616290430401,0.000310113579098345,0.00093164395229983,0.000513733817384752,0.000447127207690588,0.000405586960379224,0.000140299680116729,0.000322414237812742,6.84259744999202e-05,0.000250432565340133,0,7.07764172977564e-05,0.00025334093356134,0.000314663310258024,7.5439814116298e-05,0.0001127649977447,0.000242208945583724,0.000252420532607324,0.000399383807839334,0.00027421802160838,0.000617326291240826,0.000780865402570066,0.000390269285807207,0.00173753786188922,0.000890231730016995,0.0016183654508946
Saccharospirillaceae,0,0,0,0,0,0,2.6618398637138e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82812014405587e-05,0,0,0,0,0,0
Clostridia vadinBB60 group,8.95495656846064e-05,3.40495079846096e-05,0,0,2.57109065665655e-05,0,0,3.42489211589835e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90182765637778e-05,0,0,0,0,0,0,0
Caldora VP642b,0,0,0,0,2.57109065665655e-05,0,0,0,0,0,0,0,0,0,0,2.35921390992521e-05,0,0,1.50879628232596e-05,0,2.01840787986436e-05,0,0,0,0,0,0,4.69604827537627e-05,0,2.99697305721222e-05
Draconibacterium,0.0013432434852691,0.00316660424256869,0.000621397501553494,0.00079545119759597,0.00182547436622615,0.00213203085630112,0.000692078364565588,0.00140420576751832,0.000377263581488934,0.000532332885497731,0.000252539424210113,0.000171954260166796,0.000570216454166001,0.000387032146434751,0.000301620130989314,0.000235921390992521,0.000147782211244115,6.29326620516048e-05,0.000875101843749057,0.0001127649977447,0.000302761181979654,0.000252420532607324,0.00138833418915578,0.000658123251860112,0.000377254955758282,0.000729939398054627,0.00381596635011491,0.00399164103406983,0.000620464539102754,0.00308688224892858
Alphaproteobacteria,0.0027461866809946,0.00422213899009159,0.00400694251001736,0.00285773208025219,0.00411374505065049,0.00422529751521495,0.00295464224872232,0.00404137269676005,0.0045690811535882,0.00362493345838931,0.00412481059543184,0.00367552231106526,0.00508633077116073,0.00398415444859302,0.00407187176835574,0.00582725835751528,0.00470791901534824,0.00484581497797357,0.00525061106249434,0.0048488949030221,0.00371387049895043,0.00315525665759155,0.00279568665487534,0.00391217710827956,0.00356677412716922,0.00370062299478857,0.00264515849269329,0.00218366244804997,0.00183441689821684,0.00158839572032247
Lutimonas,0.00191039073460494,0.00204297047907658,0.000364267500910669,0.000530300798397313,0.00125983442176171,0.00189944567197736,0.00039927597955707,0.00335639427358038,0.000349318131008272,0.000278841035260716,0.000252539424210113,0.000171954260166796,0.00018246926533312,0.000295965759038339,0.000172354360565322,0.000141552834595513,0.00021111744463445,0.00012586532410321,0.000995805546335134,0.00060893098782138,0.000504601969966091,0.000486811027171267,0.00368954565337289,0.00111515328787408,0.000651622196309761,0.000950618750954863,0.00273188500065045,0.00429688417196929,0.000359689587885655,0.00140857733688974
[Desulfobacterium] catecholicum group,0.000268648697053819,0.00122578228744595,8.5710000214275e-05,0.000265150399198657,0.000385663598498483,0.000814048145133155,2.6618398637138e-05,0.000547982738543736,0.00016767270288397,0.000126745925118507,2.80599360233459e-05,6.44828475625484e-05,2.28086581666401e-05,9.1066387396412e-05,8.61771802826612e-05,0.000117960695496261,4.222348892689e-05,3.14663310258024e-05,9.05277769395576e-05,0,4.03681575972873e-05,1.80300380433803e-05,0.000266255871892889,0.000109687208643352,3.42959050689348e-05,0.000237654687738716,0.000542040674732232,0.00237150437906502,0.000125891355759979,0.00128869841460125
Chryseolinea,2.98498552282021e-05,0,0,0,0,0,0,0,1.39727252403309e-05,0,0,0,0,0,0,0,2.1111744463445e-05,0,1.50879628232596e-05,0,0,0,0,0,0,0,0,0,0,0
Oligoflexaceae,2.98498552282021e-05,6.80990159692192e-05,2.14275000535687e-05,0,0.000179976345965959,0.000193820986936465,5.3236797274276e-05,0.00010274676347695,2.79454504806617e-05,0,0,0,2.28086581666401e-05,0,0,0,2.1111744463445e-05,0,0,0,0,0,1.90182765637778e-05,5.4843604321676e-05,0,0,0,0.000117401206884407,3.59689587885655e-05,0.000599394611442443
Erysipelothrix,0,0,0,0,0,0,0,0,2.79454504806617e-05,2.53491850237015e-05,5.61198720466917e-05,0,2.28086581666401e-05,9.1066387396412e-05,0,2.35921390992521e-05,0,3.14663310258024e-05,1.50879628232596e-05,2.255299954894e-05,0,1.80300380433803e-05,0,0,0,0,0,0,0,0
Chryseobacterium,0,0,0,0,0,0,0,0,0,0,0,0,2.28086581666401e-05,0,0,2.35921390992521e-05,0,0,3.01759256465192e-05,0,0,0,1.90182765637778e-05,0,0,0,0,0,0,0
Bermanella,2.98498552282021e-05,3.40495079846096e-05,2.14275000535687e-05,0,2.57109065665655e-05,0,0,3.42489211589835e-05,0,0,0,0,0,0,0,0,0,0,9.05277769395576e-05,2.255299954894e-05,2.01840787986436e-05,1.80300380433803e-05,9.50913828188889e-05,0,0,0,2.16816269892893e-05,0,0,2.99697305721222e-05
Crocinitomicaceae,0.000298498552282021,0.000544792127753754,8.5710000214275e-05,8.83834663995522e-05,0.00023139815909909,7.75283947745862e-05,7.9855195911414e-05,0.000205493526953901,5.58909009613235e-05,0.000202793480189612,0.000112239744093383,0.000300919955291892,9.12346326665602e-05,0.000136599581094618,0.000129265770423992,0.000212329251893269,4.222348892689e-05,0.00012586532410321,0.000407374996228009,0.0002255299954894,0.00022202486678508,0.000216360456520563,0.00110306004069911,0.000658123251860112,0.000102887715206804,0.000237654687738716,0.000433632539785785,0.000563525793045152,3.59689587885655e-05,2.99697305721222e-05
Nannocystaceae,2.98498552282021e-05,0,0,0,0,0,0,3.42489211589835e-05,0,0,0,0,0,0,0,0,0,0,0,2.255299954894e-05,2.01840787986436e-05,3.60600760867605e-05,0.000247237595329111,1.82812014405587e-05,6.85918101378695e-05,0,0,0,8.99223969714137e-06,0
Sphingopyxis,0,0,0.000128565000321412,5.89223109330348e-05,2.57109065665655e-05,3.87641973872931e-05,0,0.000136995684635934,0.000363290856248603,0.000456285330426627,0.000589258656490263,0.00101023127847992,0.000387747188832881,0.000523631727529369,0.000280075835918649,0.000519027060183547,0.000401123144805455,0.000346129641283826,0.000286671293641932,0.00013531799729364,0.000201840787986436,0.000216360456520563,1.90182765637778e-05,9.14060072027934e-05,6.85918101378695e-05,8.48766741923984e-05,8.67265079571571e-05,0,1.79844793942827e-05,0
Acetothermiia,2.98498552282021e-05,3.40495079846096e-05,0,0,0,3.87641973872931e-05,2.6618398637138e-05,6.8497842317967e-05,2.79454504806617e-05,0,0,0,0,0,0,2.35921390992521e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granulosicoccus,0.000776096235933256,0.0010555347475229,0.000985665002464162,0.000235689243732139,0.000591350851031007,0.000969104934682327,0.000425894378194208,0.000479484896225769,0.00152302705119607,0.000937919845876955,0.00148717660923733,0.00206345112200155,0.00109481559199872,0.00111556324560605,0.00109875904860393,0.00139193620685588,0.00133003990119704,0.00176211453744493,0.00143335646820966,0.0014659449706811,0.00133214920071048,0.00113589239673296,0.000722694509423556,0.00096890367634961,0.000685918101378695,0.000848766741923984,0.000563722301721521,0.000657446758552678,0.00101612308577697,0.000299697305721222
PS1 clade,0.000149249276141011,0.000646940651707583,0.000149992500374981,2.94611554665174e-05,0.000282819972232221,0.000310113579098345,0.00026618398637138,0.000376738132748818,0.000670690811535882,0.000304190220284418,0.000617318592513609,0.000236437107729344,0.000342129872499601,0.000432565340132957,0.00036625301620131,0.000566211338382051,0.00063335233390335,0.000314663310258024,0.000497902773167567,0.00029318899413622,0.000524786048764734,0.000126210266303662,0.000209201042201556,0.000438748834573408,0.000137183620275739,0.000203704018061756,0.000281861150860761,0.000211322172391932,0.000350697348188513,0.000269727575149099
SEEP-SRB1,0.000447747828423032,0.00125983179543056,0.000878527502196319,0.000147305777332587,0.00143981076772767,0.00201573826413924,0.000745315161839864,0.00147270360983629,0.000768499888218198,0.000430936145402925,0.000589258656490263,0.000214942825208495,0.000501790479666081,0.000250432565340133,0.000603240261978628,0.000566211338382051,0.000485570122659235,0.000314663310258024,0.00039228703340475,0.00038340099233198,0.00022202486678508,0.000162270342390422,0.000228219318765333,0.000457030036013967,0.000205775430413609,0.000441358705800472,0.000542040674732232,0.00035220362065322,0.000269767190914241,5.99394611442443e-05
Azovibrio,0,0,0.000107137500267844,0,0,0,0,0,0,0,2.80599360233459e-05,0.000107471412604247,6.84259744999202e-05,4.5533193698206e-05,4.30885901413306e-05,4.71842781985043e-05,0,6.29326620516048e-05,3.01759256465192e-05,6.765899864682e-05,2.01840787986436e-05,3.60600760867605e-05,1.90182765637778e-05,0,0,0,0,0,0,0
Desulfobulbus,0.000537297394107639,0.00180462392318431,0.000449977501124944,0.000324072710131691,0.00123412351519515,0.000736519750358569,0.00093164395229983,0.00109596547708747,0.000335345405767941,0.000278841035260716,0.000392839104326842,8.59771300833978e-05,0.000570216454166001,0.000318732355887442,0.000323164426059979,9.43685563970085e-05,0.000190005700171005,6.29326620516048e-05,0.000256495367995413,4.510599909788e-05,0.000262393024382367,0.000198330418477183,0.000247237595329111,0.000475311237454526,0.000137183620275739,0.000407408036123513,0.000346906031828628,0.000680926999929559,0.000224805992428534,0.000539455150298199
Malonomonas,0.00776096235933256,0.00922741666382921,0.00278557500696394,0.00701175500103114,0.00915308273769733,0.00907082218862658,0.00537691652470187,0.00462360435646277,0.00187234518220434,0.000912570660853254,0.00129075705707391,0.000730805605708881,0.00212120520949753,0.000865130680265914,0.000861771802826612,0.000542619199282799,0.000443346633732345,0.000975456261799874,0.00107124536045143,0.00099233198015336,0.00115049249152269,0.00171285361412113,0.00477358741750823,0.00424123873420961,0.00308663145620413,0.00563581116637526,0.0088894670656086,0.0160839653431637,0.0097385955920041,0.0201396589444661
P0X4b2H11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1111744463445e-05,0,1.50879628232596e-05,0,4.03681575972873e-05,1.80300380433803e-05,0.000361347254711778,5.4843604321676e-05,0,0,0,0,0,0
Sandaracinus,0.000388048117966628,0.000170247539923048,0.000449977501124944,0.00164982470612497,0.000257109065665655,0.000116292592161879,0.00026618398637138,0.000308240290430851,5.58909009613235e-05,2.53491850237015e-05,5.61198720466917e-05,0,6.84259744999202e-05,2.2766596849103e-05,0,0,0,0,0,0.0001127649977447,0.000100920393993218,7.21201521735211e-05,0.000152146212510222,3.65624028811173e-05,0.000102887715206804,0.000186728683223277,0.000238497896882182,0.000187841931015051,0.000161860314548545,0.000479515689153955
GIF3,0,3.40495079846096e-05,0,0,0,0,0,3.42489211589835e-05,1.39727252403309e-05,2.53491850237015e-05,2.80599360233459e-05,2.14942825208495e-05,0,0,2.15442950706653e-05,0,0,0,0,0,0,0,0,0,0,0,2.16816269892893e-05,0,8.99223969714137e-06,0
Hyphomicrobium,2.98498552282021e-05,0,0,2.94611554665174e-05,2.57109065665655e-05,3.87641973872931e-05,0,0,0,0,5.61198720466917e-05,0,0,2.2766596849103e-05,2.15442950706653e-05,0,2.1111744463445e-05,0,0,0,0,0,1.90182765637778e-05,0,0,1.69753348384797e-05,4.33632539785785e-05,0,8.99223969714137e-06,0
