taxon,ED10_S_Wi2020,ED10_S_2020-02-10,ED10_S_2020-02-26,ED10_S_2020-03-09,ED10_S_2020-03-24,ED10_S_2020-04-20,ED10_S_2020-04-22,ED10_S_2020-05-11,ED10_S_2020-05-21,ED10_S_2020-06-03,ED10_S_2020-06-08,ED10_S_2020-06-19,ED10_S_2020-07-02,ED10_S_2020-07-21,ED10_S_2020-08-05,ED10_S_2020-08-20,ED10_S_2020-09-01,ED10_S_2020-09-16,ED10_S_2020-10-02,ED10_S_2020-10-16,ED10_S_2020-11-19,ED10_S_2020-11-25
Colwellia,0.000112031299821612,0.000277864610468549,0.000475799126259786,4.1225213340479e-05,0.000462855820411942,0.00119028074207848,0.0011119936457506,0.000639174281520761,0.000319633486934981,0.000907472688562354,0.000198319244403679,7.5702519379845e-05,0.000108778418361797,0.000646132268003057,0.000167218996077954,0.00016638180085611,0.000188928773852258,0.000570524623324084,0,0,0.000147190501306316,0.000209941916069887
Acinetobacter,0.00126681546721361,0.00267444687575979,0.000302781262165319,0.0164488601228511,0.00727344860647337,0.0104662616975866,0.0068308181096108,0.00324321765067942,0.0152358628772341,0.00261770967854525,0.0070403331763306,0.00772165697674419,0.00271946045904493,0.000527937340929327,0.000972910522635371,0.000181507419115756,0.00368966781876174,0.000337128186509686,0.115069149254625,0.177650348054319,0.000809547757184736,0.00541183605869043
Xanthobacteraceae,0.000508449745344238,0.000659928449862804,4.32544660236169e-05,0.00173145896030012,0.00238040136211856,0.000123132490559842,0,0.000899578618436627,0.00143835069120742,0.000767861505706607,0.00156176404967897,0.000953851744186046,0.000942746292468908,0.000890401783955433,0.00223465385667812,0.000121004946077171,0.000566786321556773,0.000181530561966754,0.00107765072142729,0.00233938149035718,0.000171722251524035,0.000839767664279549
Marinicaulis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22269145708538e-05,0,0,0,0,0
Marinilabiliaceae,0.000594627668283939,0.000243131534159981,0,0.00103063033351198,0.000727344860647337,0.000205220817599737,0.000476568705321684,0.00115998295535249,0.00226407053245612,0.00708526752992915,0.0128907508862391,0.0149436773255814,0.0172957685195257,0.0168939949097385,0.0173147669575264,0.000529396639087623,0.00582345161756371,0.00337128186509686,0.00167634556666467,0.00114116170261326,0.000919940633164473,0.000256595675196529
Aminomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11134572854269e-05,0,0,0,0,0
Stappiaceae,2.58533768819104e-05,0,0,0,0,0,0,0,0,0,2.47899055504599e-05,0,3.62594727872657e-05,4.7277970829492e-05,3.04034538323554e-05,1.51256182596464e-05,6.66807437125615e-05,5.1865874847644e-05,0,0,0,0
Bradymonadales,0.00318858314876895,0.00114619151818277,0.000692071456377871,0.000948179906831018,0.00214897345191259,0.000738794943359054,0.000317712470214456,0.00172813787225984,0.00127853394773992,0.000558444731422987,0.000223109149954139,0.000227107558139535,0.000217556836723594,0.000914040769370179,0.000623270803563285,0.000680652821684086,0.00235605294451051,0.00155597624542932,0.000119738969047476,0.000456464681045304,0.00219559164448588,0.00300916746366839
EPR3968-O8a-Bc78,0.00537750239143736,0.0102809905873363,0.0111596522340932,0.00358659356062168,0.00244652362217741,0.00783943523230997,0.00238284352660842,0.00362198759528431,0.00194443704552114,0.000244319569997557,0.000198319244403679,3.0281007751938e-05,0.000906486819681642,0.000417622075660513,0.000228025903742665,0.00632250843253218,0.00102243807025928,0.00202276911905812,0.00035921690714243,0.00136939404313591,0.00582629067670833,0.00650819939816651
Marinoscillum luteum,0,0,8.65089320472339e-05,0,0,0.000246264981119685,0,7.10193646134179e-05,0,6.98055914278734e-05,0,1.5140503875969e-05,0,7.87966180491533e-05,0,0,1.11134572854269e-05,0.000155597624542932,0,0,1.22658751088596e-05,0
Zoogloea,8.61779229397013e-06,0,0,0.000371026920064311,0.000429794690382517,8.20883270398949e-05,0.000317712470214456,0.000307750579991478,0.00173134805423115,0.00167533419426896,0.00250378046059645,0.000575339147286822,0.000181297363936328,5.51576326344073e-05,0.000212824176826488,0.000151256182596464,7.77942009979885e-05,2.5932937423822e-05,0.00796264144165719,0.00530640191715166,9.81270008708771e-05,0.000186615036506567
Peptostreptococcaceae,0.000120649092115582,0.000138932305234275,8.65089320472339e-05,0.000164900853361916,0.000231427910205971,0.000287309144639632,0.000158856235107228,0.000804886132285403,0.00101217270862744,6.98055914278734e-05,0.000148739433302759,0.000257388565891473,0.000471373146234454,0.000488539031904751,0.000836094980389772,0.000136130564336817,0.000355630633133662,0.000544591685900262,0.000718433814284859,0.00134086500057058,2.45317502177193e-05,0.000419883832139775
IS-44,0.000430889614698507,0.00100725921294849,0.00121112504866127,0.000700828626788144,0.000760405990676761,0.00123132490559842,0.000476568705321684,0.00023673121537806,0.000186452867378739,0.00010470838714181,0.000223109149954139,0.000181686046511628,0.000471373146234454,0.000220630530537629,0.00025842935757502,0.000317637983452574,0.000155588401995977,0.000233396436814398,0.000239477938094953,0.000484993723610636,0.000367976253265789,0.000349903193449812
Beijerinckiaceae,0,0,0,0,0,0,0,0,0,0,0,0,3.62594727872657e-05,7.87966180491533e-06,0,0,0,0,0,0,0,0
Parasphingopyxis,5.17067537638208e-05,0.000104199228925706,0.000302781262165319,4.1225213340479e-05,0,0.000246264981119685,0,2.3673121537806e-05,0,0,4.95798111009197e-05,0,0,0.000102435603463899,0.000212824176826488,0.000105879327817525,0.000966870783832142,0.000492725811052618,0.00035921690714243,0.000114116170261326,3.67976253265789e-05,0
Calditrichaceae,0.00633407733606805,0.00326490917300545,0.00216272330118085,0.00239106237374778,0.00178530102158892,0.00192907568543753,0.00127084988085782,0.00127834856304152,0.00205098154116613,0.000453736344281177,0.000148739433302759,0.00090843023255814,0.00141411943870336,0.00183596120054527,0.00287312638715758,0.0080922057689108,0.00356741978862204,0.00487539223567853,0.000598694845237382,0.00185438776674655,0.00781336244434359,0.00613496932515337
Roseibacillus,2.58533768819104e-05,0.000104199228925706,0.000259526796141702,0.000206126066702395,0.000132244520117698,0.00188803152191758,0.00444797458300238,0.0012073291984281,0.000745811469514956,0.00136120903284353,0.000446218299908277,0.000423934108527132,0.00025381630951086,0.000961318740199671,0.000380043172904442,0.000105879327817525,0.000411197919560796,0.00051865874847644,0,0,2.45317502177193e-05,0
DEV007,0.00101689949068848,0.00319544302038832,0.00640166097149531,0.00206126066702395,0.00195060667173604,0.0057051387292727,0.00603653693407466,0.00364566071682212,0.00231734278027861,0.000279222365711494,7.43697166513796e-05,0.00015140503875969,7.25189455745314e-05,0.000307306810391698,0.000319236265239731,0.000786532149501611,0.000922416954690435,0.000440859936204974,5.98694845237382e-05,0.000313819468218647,0.000723686631422719,0.000653152627772983
OM182 clade,0.000249915976525134,0.000382063839394255,0.00108136165059042,0.000288576493383353,0.000198366780176546,0.00106714825151863,0.00079428117553614,0.000804886132285403,0.000372905734757478,0.00020941677428362,2.47899055504599e-05,0,3.62594727872657e-05,0.000157593236098307,4.5605180748533e-05,0.000287386746933281,1.11134572854269e-05,7.7798812271466e-05,5.98694845237382e-05,2.85290425653315e-05,0.000171722251524035,0.000233268795633208
NS5 marine group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52017269161777e-05,0,0,0,0,0,0,0
Desulfobacterales,9.47957152336714e-05,6.94661526171373e-05,4.32544660236169e-05,0.000453477346745269,0.000132244520117698,8.20883270398949e-05,0,0.00139671417073055,0.00229070665636737,0.00369969634567729,0.0038920151714222,0.00399709302325581,0.0137060807135864,0.00198567477483866,0.00158097959928248,0.000105879327817525,0.0005778997788422,0.000233396436814398,0.000239477938094953,0.000399406595914641,0.000122658751088596,9.33075182532833e-05
Desulfobacteraceae,0.000370565068640716,0.000277864610468549,0,0.000577152986766706,0.000132244520117698,0.000451485798719422,0.000158856235107228,0.0019885422091757,0.00122526169991743,0.00984258839133014,0.0153697414412851,0.0155341569767442,0.025925523042895,0.0179498695915971,0.0220425040284576,0.00111929575121383,0.00553450172814261,0.00438266642462592,0.000957911752379812,0.000912929362090608,0.000650091380769561,0.000139961277379925
Sva0081 sediment group,0.0102724084144124,0.00427216838595394,0.00216272330118085,0.00210248588036443,0.00178530102158892,0.00184698735839764,0.00127084988085782,0.00101794422612566,0.00277015688676984,0.00031412516142543,9.91596222018394e-05,0.00045421511627907,0.00170419522100149,0.00142621878668968,0.0028579246602414,0.0117374797694856,0.00310065458263411,0.00591270973263142,0.000598694845237382,0.00239643957548785,0.00683209243563482,0.0063915650003499
Sedimenticola,0.0057135962909022,0.00399430377548539,0.00194645097106276,0.00321556664055736,0.00396733560353093,0.00352979806271548,0.00174741858617951,0.00329056389375503,0.00292997363023733,0.000802764301420544,0.000123949527752299,0.000545058139534884,0.000942746292468908,0.00241905617410901,0.00182420722994132,0.00765356283938106,0.00434536179860193,0.00780581416457042,0.00035921690714243,0.00202556202213854,0.0102297398407889,0.00566843173388696
Phaeodactylibacter,0.000551538706814088,0.000277864610468549,0.000173017864094468,0.000824504266809581,0.00307468509273647,0.000451485798719422,0.000158856235107228,0.000378769944604896,0.000292997363023733,0.000139611182855747,0,6.0562015503876e-05,0.000217556836723594,0.000457020384685089,0.00019762244991031,0.000378140456491159,0.00114468610039897,0.000726122247867016,5.98694845237382e-05,0.000114116170261326,0.000245317502177193,0.000606498868646341
Pseudohongiella,0.00656675772800524,0.005314160675211,0.012760067476967,0.00325679185389784,0.00218203458194201,0.00558200623871285,0.00381254964257347,0.00388239193220018,0.00300988200197107,0.0017102369899829,0.00111554574977069,0.000666182170542636,0.000761448928532579,0.00379799698996919,0.00226505731051047,0.00506708211698153,0.00435647525588735,0.00552371567127409,0,0.000770284149263951,0.00420719516233886,0.00520189414262054
WCHB1-32,4.30889614698507e-05,3.47330763085687e-05,0,0.000164900853361916,0.000132244520117698,4.10441635199475e-05,0.000317712470214456,0.00011836560768903,0.00154489518685241,0.000663153118564797,0.00384243536032128,0.00296753875968992,0.00322709307806665,0.00113467129990781,0.00355720409838558,0.00016638180085611,0.00207821651237483,0.00103731749695288,0.00221517092737832,0.000456464681045304,9.81270008708771e-05,6.99806386899624e-05
Pseudomonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gemmatimonadaceae,0.000146502468997492,0.000208398457851412,4.32544660236169e-05,0.000453477346745269,0.000595100340529639,0.000123132490559842,0,0.000142038729226836,0.00034626961084623,0.00031412516142543,0.000867646694266095,0.000484496124031008,0.000290075782298125,0.000244269515952375,0.000304034538323554,1.51256182596464e-05,0.000133361487425123,2.5932937423822e-05,0.000957911752379812,0.000456464681045304,2.45317502177193e-05,6.99806386899624e-05
Mariprofundus,8.61779229397013e-06,0,0,4.1225213340479e-05,0,0,0,2.3673121537806e-05,2.66361239112484e-05,3.49027957139367e-05,4.95798111009197e-05,6.0562015503876e-05,0,7.87966180491533e-06,6.08069076647107e-05,9.07537095578782e-05,3.33403718562808e-05,5.1865874847644e-05,0,0,3.67976253265789e-05,0
Aminicenantales,0.000146502468997492,0.000277864610468549,0,0.000206126066702395,9.91833900882732e-05,0,0,0.000142038729226836,7.99083717337453e-05,0.000558444731422987,0.0127420114529364,0.000923570736434109,0.00112404365640524,0.0040580258295314,0.00152017269161777,0.000136130564336817,0.00112245918582812,0.000622390498171728,0.000119738969047476,0.00037087755334931,0.000478369129245526,0.000116634397816604
OLB8,0,0,0,4.1225213340479e-05,6.61222600588488e-05,0,0,0.000165711850764642,0.000186452867378739,0.000279222365711494,0.000421428394357818,0.000211967054263566,0.000108778418361797,7.87966180491533e-05,9.12103614970661e-05,0,0,5.1865874847644e-05,0,0,0,0
Ellin6067,0.000577392083695999,0.000451529992011392,0.000129763398070851,0.00160778332027868,0.0029755017026482,0.000369397471679527,0.000317712470214456,0.00106529046920127,0.000266361239112484,0.000139611182855747,9.91596222018394e-05,7.5702519379845e-05,0.000181297363936328,4.7277970829492e-05,6.08069076647107e-05,0.000181507419115756,0,0,0.00221517092737832,0.00102704553235193,0.000220785751959474,0.000979728941659474
Chitinophagaceae,0.000215444807349253,0.000173665381542843,0.000129763398070851,0.00119553118687389,0.0044632525539723,0.00016417665407979,0.000635424940428912,0.000426116187680508,0.00050608635431372,0.000349027957139367,0.000718907260963336,0.000726744186046512,0.000471373146234454,0.000165472897903222,0.00019762244991031,0,5.55672864271346e-05,2.5932937423822e-05,0.000419086391666168,0.000627638936437293,1.22658751088596e-05,0.000489864470829737
KCM-B-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Izimaplasma,0.000224062599643223,0.000104199228925706,0,0.000906954693490539,0.000892650510794459,0.000369397471679527,0.00174741858617951,0.00603664599214052,0.00865674027115574,0.017102369899829,0.0217903269788542,0.0184411337209302,0.0101526523804344,0.00412106312397072,0.00498616642850628,7.56280912982318e-05,0.000744601638123604,0.00025932937423822,0.000957911752379812,0.000770284149263951,0.000208519876850614,0.000536518229956379
TACK,6.8942338351761e-05,0,0,0,6.61222600588488e-05,0,0,0,0,0,0,1.5140503875969e-05,3.62594727872657e-05,3.15186472196613e-05,3.04034538323554e-05,1.51256182596464e-05,6.66807437125615e-05,5.1865874847644e-05,0,8.55871276959945e-05,4.90635004354386e-05,0
Propionivibrio,3.44711691758805e-05,0,0,0.00041225213340479,0.000429794690382517,8.20883270398949e-05,0,0.000213058093840254,0.00133180619556242,0.00031412516142543,0.00156176404967897,0.000529917635658915,0.000217556836723594,6.30372944393227e-05,0.000121613815329421,4.53768547789391e-05,5.55672864271346e-05,2.5932937423822e-05,0.00413099443213794,0.000969987447221271,0,9.33075182532833e-05
IheB3-7,0.00124957988262567,0.00104199228925706,0.000216272330118085,0.00234983716040731,0.00181836215161834,0.000861927433918897,0.000476568705321684,0.000733866767671985,0.000559358602136217,0.00150082021569928,0.000644537544311956,0.00213481104651163,0.0010515247108307,0.00149713574293391,0.00264510048341492,0.00117979822425242,0.00140029561796379,0.00165970799512461,0.000179608453571215,0.000427935638479973,0.00185214714143781,0.00102638270078612
Lewinella,0.00714414981170124,0.00604355527769094,0.00947272805917211,0.00445232304077174,0.00350447978311899,0.00993268757182729,0.00889594916600477,0.00679418588135032,0.00633939749087713,0.00750410107849639,0.00168571357743127,0.00140806686046512,0.000507632619021719,0.0077063092452072,0.00234106594509136,0.00609562415863748,0.00347851213033863,0.00617203910686964,5.98694845237382e-05,0.00125527787287459,0.00339764740515412,0.00517856726305722
Geobacteraceae,0.000267151561113074,0,0,0.000535927773426228,0.00112407842100043,0.000205220817599737,0,0.000165711850764642,0.00205098154116613,0.000907472688562354,0.00602394704876174,0.00211967054263566,0.00112404365640524,0.000307306810391698,0.000668875984311818,9.07537095578782e-05,0.000266722974850246,5.1865874847644e-05,0.00257438783452074,0.000884400319525277,1.22658751088596e-05,0.000139961277379925
Simiduia,9.47957152336714e-05,0.000138932305234275,4.32544660236169e-05,0.000453477346745269,0.00052897808047079,0.000410441635199475,0.000158856235107228,0.000994271104587851,0.00034626961084623,0.000593347527136924,4.95798111009197e-05,0.000121124031007752,0,0.000110315265268815,0,1.51256182596464e-05,3.33403718562808e-05,7.7798812271466e-05,0,0.000741755106698619,0.000196254001741754,0.000443210711703095
