taxon,EO10_S_2019-08-21,EO10_S_2019-09-13,EO10_S_2019-09-30,EO10_S_2019-10-11,EO10_S_2019-10-28,EO10_S_2019-11-11,EO10_S_2019-11-25,EO10_S_2019-12-13,EO10_S_2020-01-02,EO10_S_2020-01-16,EO10_S_2020-01-21,EO10_S_2020-02-10,EO10_S_2020-02-21,EO10_S_2020-03-06,EO10_S_2020-03-18,EO10_S_2020-03-20,EO10_S_2020-04-14,EO10_S_2020-04-28,EO10_S_2020-04-29,EO10_S_2020-05-12,EO10_S_2020-05-21,EO10_S_2020-05-28,EO10_S_2020-06-10,EO10_S_2020-06-23,EO10_S_2020-07-09,EO10_S_2020-07-21,EO10_S_2020-08-05,EO10_S_2020-08-19,EO10_S_2020-09-02,EO10_S_2020-09-17,EO10_S_2020-10-02
OLB8,0,0,0,0,0,5.84966364434045e-05,8.24107903194792e-05,0,0,0,6.72223716052702e-05,0,0.00011213276519399,0,0,2.21153314535302e-05,0,0,0,2.2116309672568e-05,0,0,0,0,0,0,0,0,0,0,0
Ellin6067,0.000383046566039299,0.000137505530113711,0.000131707188578353,0.000112019715469923,0,0.00119918104708979,0.000879048430074444,0.00106571936056838,0.00115677802714968,0.000968733297701764,0.000470556601236892,0.000499629307288141,0.000560663825969948,0.000937942325073756,0.00141233928945666,0.00152595787029358,0.001034905708591,0.00179685713352282,0.000505998530972007,0.000763012683703597,0.000767897496654161,0.000807788784490455,0.000474727361438951,0.000254725151561465,0.000176769015926888,0.000173196161973051,7.48502994011976e-05,6.09625994452403e-05,0.000286396181384248,3.92464678178964e-05,0.000151733555875882
Chitinophagaceae,0,2.39140052371671e-05,0,0,6.95323255781613e-05,0.00064346300087745,0.000563140400516441,0.000426287744227353,0.00026694877549608,0.000167022982362373,0.000168055929013176,9.67024465718983e-05,0,6.82139872780914e-05,0.00013667799575387,0.000165864985901476,0.000102212909490469,0.000152460605268603,8.16126662858076e-05,0.000187988632216828,0.000219399284758332,8.50303983674164e-05,9.23080980575739e-05,6.79267070830574e-05,1.76769015926888e-05,0,0,6.09625994452403e-05,2.38663484486874e-05,0,0
KCM-B-112,0,0,0,0,2.78129302312645e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Izimaplasma,0.000124231318715448,5.97850130929179e-05,0.000158048626294023,0.000160028164957032,0.000681416790665981,2.92483182217023e-05,0.00101639974727358,0.000272350503256365,3.954796674016e-05,0.000300641368252271,0.000470556601236892,4.83512232859491e-05,0.000224265530387979,0,2.73355991507741e-05,0.00102836291258915,0.000332191955844023,6.53402594008298e-05,4.89675997714845e-05,0.000132697858035408,0.000109699642379166,0.000141717330612361,0.00026373742302164,0.000450014434425255,0.000265153523890332,0.000190515778170356,0.000598802395209581,0.000121925198890481,7.1599045346062e-05,0,0.000531067445565587
TACK,6.21156593577241e-05,1.19570026185836e-05,9.21950320048468e-05,1.60028164957032e-05,0.000180784046503219,2.92483182217023e-05,1.37351317199132e-05,5.9206631142688e-05,3.954796674016e-05,6.68091929449492e-05,6.72223716052702e-05,4.83512232859491e-05,0.000336398295581969,9.37942325073756e-05,3.64474655343654e-05,2.21153314535302e-05,7.66596821178515e-05,3.26701297004149e-05,1.63225332571615e-05,0,1.09699642379166e-05,0,0,8.49083838538217e-06,5.30307047780665e-05,1.73196161973051e-05,0,0,0,0,0
Propionivibrio,1.0352609892954e-05,1.79355039278754e-05,1.31707188578353e-05,3.20056329914065e-05,1.39064651156323e-05,0.000701959637320854,0.000920253825234184,0.000130254588513914,2.966097505512e-05,6.68091929449492e-05,3.36111858026351e-05,6.44682977145988e-05,0.00011213276519399,5.96872388683299e-05,0.00047381705194675,0.000265383977442362,3.83298410589257e-05,5.44502161673582e-05,3.2645066514323e-05,6.63489290177041e-05,3.29098927137498e-05,0,1.3186871151082e-05,2.54725151561465e-05,1.76769015926888e-05,1.73196161973051e-05,0,3.04812997226202e-05,4.77326968973747e-05,0,0
IheB3-7,0.00118019752779676,0.000842968684610142,0.00131707188578353,0.00177631263102306,0.002155502092923,0.000233986545773618,0.000618080927396094,0.000521018354055654,0.00056355852604728,0.000601282736504543,0.000403334229631621,0.000515746381716791,0.000560663825969948,0.00047749791094664,0.000419145853645202,0.000597113949245314,0.000562171002197578,0.000217800864669433,0.000424385864686199,0.000243279406398248,0.000394918712564997,0.000340121593469665,0.000791212269064919,0.0011887173739535,0.000883845079634442,0.000814021961273338,0.00198353293413174,0.000822995092510745,0.000787589498806683,0.00153061224489796,0.000682801001441469
Lewinella,0.00434809615504069,0.00633123288654,0.00345072834075284,0.00374465905999456,0.00246144432546691,0.00283708686750512,0.00201906436282724,0.00223801065719361,0.00382626578211048,0.00190406199893105,0.00356278569507932,0.00373916126744673,0.00179412424310384,0.00253244427769914,0.00215040046652756,0.00299662741195334,0.00458680431338478,0.00344125366177704,0.00744307516526565,0.00534108878592518,0.00376269773360539,0.00479004577469779,0.0082681682117284,0.00975597330480412,0.00516165526506514,0.00736083688385465,0.00572604790419162,0.00524278355229067,0.0058472553699284,0.00412087912087912,0.00288293756164176
Geobacteraceae,0,1.19570026185836e-05,0,0,2.78129302312645e-05,0.0039192746417081,0.00094772408867401,0.00132622853759621,4.94349584252e-05,3.34045964724746e-05,0.00013444474321054,0.000112819521000548,0,8.52674840976142e-06,0.00047381705194675,0.000243268645988832,1.27766136863086e-05,0.000119790475568188,0,3.31744645088521e-05,3.29098927137498e-05,2.83434661224721e-05,1.3186871151082e-05,5.0945030312293e-05,5.30307047780665e-05,0,5.61377245508982e-05,0,0,0,0.000531067445565587
