taxon,EO10_S_2019-08-21,EO10_S_2019-09-13,EO10_S_2019-09-30,EO10_S_2019-10-11,EO10_S_2019-10-28,EO10_S_2019-11-11,EO10_S_2019-11-25,EO10_S_2019-12-13,EO10_S_2020-01-02,EO10_S_2020-01-16,EO10_S_2020-01-21,EO10_S_2020-02-10,EO10_S_2020-02-21,EO10_S_2020-03-06,EO10_S_2020-03-18,EO10_S_2020-03-20,EO10_S_2020-04-14,EO10_S_2020-04-28,EO10_S_2020-04-29,EO10_S_2020-05-12,EO10_S_2020-05-21,EO10_S_2020-05-28,EO10_S_2020-06-10,EO10_S_2020-06-23,EO10_S_2020-07-09,EO10_S_2020-07-21,EO10_S_2020-08-05,EO10_S_2020-08-19,EO10_S_2020-09-02,EO10_S_2020-09-17,EO10_S_2020-10-02
Desulfosporosinus,0,0,0,0,0,0,1.37351317199132e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oligoflexales,9.31734890365861e-05,5.97850130929179e-06,0,3.20056329914065e-05,0,0,1.37351317199132e-05,0,1.977398337008e-05,3.34045964724746e-05,0.000235278300618446,0.000193404893143797,0,2.55802452292843e-05,2.73355991507741e-05,3.31729971802952e-05,0.000383298410589257,0.00013068051880166,0.000146902799314454,0.0002764538709071,0.000109699642379166,0.000184232529796069,6.59343557554099e-05,5.94358686976752e-05,1.76769015926888e-05,0,0.000205838323353293,6.09625994452403e-05,0,0,0
Rhodothermales,0.000217404807752034,0.000418495091650425,0.000144877907436188,0.000160028164957032,4.17193953468968e-05,0.000731207955542556,0.000412053951597396,8.28892835997632e-05,0.00021751381707088,0.000267236771779797,0.000168055929013176,0.000241756116429746,0,0.000221695458653797,7.28949310687308e-05,0.000176922651628241,0.000204425818980937,0.000326701297004149,0.000195870399085938,0.000342802799924805,0.000175519427806665,0.000354293326530901,0.000303298036474886,0.000169816767707643,0.000159092114334199,0.000242474626762271,0.000130988023952096,0.000853476392233365,0.000572792362768496,0.000196232339089482,0.000606934223503528
Desulfobulbaceae,0.0134583928608402,0.0109526143986226,0.02062534573137,0.0229640416713342,0.0140316233016729,0.0147119040655162,0.0220860918056204,0.0327294256956779,0.0281087173605687,0.0213121325494388,0.0125705834901855,0.00996035199690552,0.0234357479255438,0.0206688381452617,0.0303880743892772,0.0134240061922928,0.0109623345428528,0.0138848051226763,0.00463559944503387,0.0069887538565315,0.0132626867636412,0.0060513300171478,0.00576266269302283,0.00641058298096354,0.0156970886143077,0.00436454328172088,0.00851422155688623,0.00445026975950254,0.0052744630071599,0.00965463108320251,0.00728321068204233
Ectothiorhodospiraceae,7.24682692506781e-05,2.39140052371671e-05,5.2682875431341e-05,4.80084494871097e-05,2.78129302312645e-05,0,4.12053951597396e-05,0,0,0,0,0,0,8.52674840976142e-06,0,0,0,0,0,0,1.09699642379166e-05,0,0,3.39633535415287e-05,1.76769015926888e-05,0,3.74251497005988e-05,0,0,0,0
Moraxellaceae,0.000279520467109758,0.00026903255891813,0.000184390064009694,0.00054409576085391,0.000389381023237703,0.00292483182217023,0.00135977804027141,0.000236826524570752,0.0001483048752756,0.000200427578834848,0.000168055929013176,0.000193404893143797,0,0.00017906171660499,0.000446481452795976,0.000420191297617073,3.83298410589257e-05,0.000283141124070263,0.000195870399085938,0.000243279406398248,0.000164549463568749,0.000198404262857305,0.000712091042158427,0.000747193777913631,0.000742429866892931,0.000865980809865253,0.000954341317365269,0.000701069893620264,0.000620525059665871,0.000470957613814757,0.000910401335255292
Saprospiraceae,0.0300432739093525,0.0274472995109586,0.0140399863024524,0.0184352446030501,0.0118761212087499,0.013161743199766,0.00958712194049941,0.0141385435168739,0.0201101410873713,0.0202431854623196,0.0136797526216725,0.0247397092479773,0.0130074007625028,0.0155868960930439,0.011171148186283,0.0144634267706087,0.0262814943527368,0.0140481557711784,0.033852933975353,0.0246154526655682,0.019065797845499,0.0204639825404249,0.0348265267100075,0.0268310492978077,0.0228739106609393,0.0309674737607815,0.0279191616766467,0.0280732770445332,0.0221957040572792,0.0185243328100471,0.0142629542523329
endosymbionts (Thiomicrospiraceae),0.000600451373791333,0.00141690481030215,0.00451755656823749,0.00185632671350158,0.00476991753466186,0.000701959637320854,0.00135977804027141,0.002048549437537,0.00262993978822064,0.00193746659540353,0.00242000537778973,0.00201463430358121,0.00358824848620767,0.00224253483176725,0.00392721441132787,0.00128268922430475,0.0013415444370624,0.0013068051880166,0.00112625479474414,0.000342802799924805,0.00137124552973957,0.00107705171265394,0.000738464784460591,0.00185100276801331,0.00242173551819837,0.000969898507049084,0.000898203592814371,0.000883957691955985,0.00105011933174224,0.0021978021978022,0.00182080267051058
Thalassobaculales,0.00223616373687807,0.00584099577917808,0.00397755709506625,0.00462481396725824,0.000486726279047129,0.0078093009651945,0.00472488531165014,0.00650088809946714,0.00725705189681935,0.00624665954035275,0.00329389620865824,0.00623730780388744,0.00672796591163938,0.00807483074404407,0.00686123538684429,0.00602642782108697,0.0064010834568406,0.00835266316007274,0.00321553905166082,0.00691134677267751,0.00721823646854911,0.00780862491674107,0.00466815238748302,0.00144344252551497,0.00572731611603118,0.00351588208805293,0.00346182634730539,0.00667540463925382,0.00718377088305489,0.00349293563579278,0.00993854790987027
PHOS-HE36,0.00122160796736857,0.000681549149259264,0.00123804757263651,0.00116820560418634,0.000570165069740923,0.00172565077508043,0.00258220476334368,0.0027708703374778,0.00295621051382696,0.00220470336718332,0.0012436138746975,0.00124101473100603,0.00370038125140166,0.00261771176179676,0.00225974286313065,0.00221153314535302,0.00145653396023918,0.00128502510154965,0.000375418264914715,0.000862536077230153,0.00171131442111499,0.000680243186939331,0.000553848588345443,0.000450014434425255,0.000530307047780665,0.000121237313381135,0.00031811377245509,0.000213369098058341,0.000668257756563246,0.000627943485086342,0.00075866777937941
Hoppeia,0.00195664326976831,0.00156038884172516,0.000329267971445882,0.000752132375298052,0.000945639627862994,0.000292483182217023,0.000480729610196962,0.000213143872113677,0.0001483048752756,0.000701496525921967,0.00114278031728959,0.00156335621957902,0.000448531060775959,0.000324016439570934,7.28949310687308e-05,0.000597113949245314,0.00267031226043849,0.000577172291373997,0.00447237411246225,0.00419104068295164,0.00109699642379166,0.00260759888326743,0.00412749067028866,0.00327746361675752,0.00226264340386417,0.00538640063736188,0.00505239520958084,0.00182887798335721,0.00119331742243437,0.00125588697017268,0.000986268113193233
SBR1031,0.000724682692506781,0.000508172611289802,0.0011590232594895,0.000784138008289459,0.00114033013948185,0.000380228136882129,0.000865313298354531,0.00121965660153937,0.000899716243338639,0.000901924104756815,0.0013444474321054,0.000628565902717339,0.000897062121551918,0.000920888828254234,0.00130299689285356,0.00063028694642561,0.00107323554964992,0.00108900432334716,0.000718191463315107,0.000751954528867313,0.000965356852936659,0.000481838924082026,0.000883520367122493,0.000526431979893695,0.000989906489190575,0.000381031556340712,0.000355538922155689,0.000213369098058341,0.000501193317422434,0.0010596546310832,0.000379333889689705
Pirellulaceae,0.00204981675880489,0.00357514378295649,0.00181755920238127,0.00276848725375666,0.00465866581373681,0.00213512723018426,0.00155206988435019,0.00222616933096507,0.00214547719565368,0.0025053447354356,0.00500806668459263,0.0025948489830126,0.0043731778425656,0.00300141544023602,0.00234174966058298,0.00195720683363742,0.00316860019420453,0.0043015670772213,0.00553333877417775,0.00378188895400913,0.00235854231115207,0.0038121961934725,0.00411430379913758,0.00341331703092363,0.00344699581057432,0.00202639509508469,0.00248877245508982,0.00234706007864175,0.00341288782816229,0.00223704866562009,0.00341400500720734
Sulfuritalea,2.0705219785908e-05,1.79355039278754e-05,0,1.60028164957032e-05,6.95323255781613e-05,0.00219362386662767,0.000494464741916875,0.000319715808170515,0.00023728780044096,3.34045964724746e-05,0.000100833557407905,8.05853721432486e-05,0,0.00017906171660499,0.00033713905619288,0.000320672306076187,7.66596821178515e-05,0.000196020778202489,3.2645066514323e-05,6.63489290177041e-05,0.000296189034423748,2.83434661224721e-05,0.000145055582661902,0.000135853414166115,5.30307047780665e-05,1.73196161973051e-05,1.87125748502994e-05,3.04812997226202e-05,0,0,0.000151733555875882
Nitriliruptorales,0.000165641758287264,0.000556000621764136,0.000105365750862682,0.000224039430939845,0,0.000497221409768938,0.000123616185479219,0.000331557134399053,0.00022740080875592,0.000133618385889898,0.000369723043828986,0.000145053669857847,0.00011213276519399,0.000204641961834274,0.000346250922576471,0.000199037983081771,0.000242755660039863,0.000435601729338865,0.00142006039337305,0.000398093574106225,0.000153579499330832,0.000184232529796069,0.00026373742302164,0.000161325929322261,0.000212122819112266,0.000277113859156881,3.74251497005988e-05,0.000274331697503582,0.000978520286396181,0.000117739403453689,0.000455200667627646
