taxon,EU08_S_2019-09-13,EU08_S_2019-09-30,EU08_S_2019-10-11,EU08_S_2019-10-17,EU08_S_2019-10-28,EU08_S_2019-11-12,EU08_S_2019-11-26,EU08_S_2019-12-13,EU08_S_2020-01-02,EU08_S_Wi2020,EU08_S_2020-01-27,EU08_S_2020-02-07,EU08_S_2020-02-21,EU08_S_2020-03-06,EU08_S_2020-03-18,EU08_S_2020-04-14,EU08_S_2020-04-28,EU08_S_2020-05-12,EU08_S_2020-05-21,EU08_S_2020-05-28,EU08_S_2020-06-10,EU08_S_2020-06-23,EU08_S_2020-07-09,EU08_S_2020-07-21,EU08_S_2020-08-05,EU08_S_2020-08-20,EU08_S_2020-09-02,EU08_S_2020-09-17,EU08_S_2020-10-02,EU08_S_2020-10-29,EU08_S_2020-11-19
Desulfobacteraceae,0.00404076417981401,0.00329158638407193,0.0031214717407186,0.00142564786497735,0.00305710230374495,0.00239800685144815,0.00285630584444119,0.00305515356166586,0.00283582089552239,0.00208598910650133,0.00264294462708696,0.00162993871430434,0.00324658593146096,0.00334118654958235,0.00143809286761249,0.00533046601541946,0.00834724540901502,0.00372628726287263,0.00612879833446396,0.00394440270473328,0.00416593115622242,0.00536847242557345,0.00334871260604257,0.00227650279948317,0.00403668425339046,0.00245073687696639,0.00263328887520947,0.00153028692879915,0.00127640845070423,0.00230484888019135,0.0016691758853178
Sva0081 sediment group,0.0197878598805598,0.0169396274887604,0.0290230457594474,0.0143484559313849,0.0234741784037559,0.0237309249454998,0.0199209022996924,0.0316449589966233,0.020410447761194,0.020338393788388,0.0153903177979759,0.0271547789803103,0.0273898479773254,0.0232597986720925,0.00425896733869853,0.00836745899201574,0.00923107139349897,0.0129742547425474,0.0097780065030761,0.0171863260706236,0.0150044130626655,0.0247925817471938,0.0199806518827206,0.0158124653910047,0.0185899932721929,0.0118231495280676,0.0199719571834069,0.0170882040382572,0.00673415492957746,0.0149597738638835,0.00756038489232179
Sedimenticola,0.0139346941200939,0.0117212588310854,0.0146443514644351,0.00643840971280094,0.0166684863704189,0.0127686079103083,0.0153801083931449,0.0122527737578389,0.0214925373134328,0.015094448951211,0.0133597627796042,0.016527578563046,0.0146096366915743,0.017648318697794,0.00276556320694709,0.0105351055798312,0.00805263674752038,0.0115514905149051,0.00568434349341505,0.013335837716003,0.0129920564872021,0.0179111761835041,0.0156273254948653,0.0150126130560512,0.0152614992386955,0.0108958436827289,0.012243083341883,0.0145802337938363,0.00743838028169014,0.0124374864100891,0.00621849839628199
Phaeodactylibacter,0.0010101910449535,0.00208734746307001,0.00175997874742645,0.00133367058336591,0.00236561487789788,0.00429772656493304,0.00175772667350227,0.000739668757034893,0.00167910447761194,0.00486730791516978,0.00264294462708696,0.0042052418829052,0.00234475650605514,0.00192760762475905,0.0166486905058215,0.00924824414907003,0.0143376215260729,0.00321815718157182,0.00591826709396711,0.00253568745304283,0.00172992056487202,0.00151293313811615,0.0008557821104331,0.000830615886297914,0.000920647285860982,0.000596125186289121,0.00116275093191067,0.00624867162592986,0.00374119718309859,0.00895846923244184,0.0306997447142764
Pseudohongiella,0.00332768814808212,0.0037732819524727,0.00395165039516504,0.00167858538940882,0.00254758525312079,0.00214886328246652,0.00175772667350227,0.00212252773757839,0.00388059701492537,0.00573647004287866,0.00423838071295043,0.00488981614291303,0.00319505282143777,0.00372670807453416,0.000719046433806245,0.00477568575415799,0.00310975809355462,0.00518292682926829,0.000725163161711385,0.00352178812922615,0.00222418358340688,0.00346510492923377,0.00353475219526715,0.00458376915031071,0.00435536985234234,0.00221891041563173,0.00222290619335864,0.00246546227417641,0.00206866197183099,0.00300065231572081,0.000883681351050599
WCHB1-32,0.00127759455685296,0.00128452151573539,0.00189280733213788,0.000827795534502978,0.00171052152709539,0.00158829025225786,0.000952101948147063,0.00260492040520984,0.0016044776119403,0.00121682697879244,0.0019016308902211,0.00202112400573738,0.00301468693635661,0.00197044334975369,0.00088498022622307,0.00111527990665965,0.00147304330747324,0.000846883468834688,0.00133336452314674,0.00206611570247934,0.0016946160635481,0.004099560761347,0.00208364339931537,0.00101519719436412,0.00244325625863107,0.00112601424076834,0.00191511918197052,0.00157279489904357,0.00096830985915493,0.00165253315938247,0.000556391961772599
Pseudomonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gemmatimonadaceae,5.94230026443236e-05,0,0,4.5988640805721e-05,3.63940750445827e-05,6.22858922454064e-05,0,0.000192957067052581,3.73134328358209e-05,5.79441418472592e-05,0.00011280861213176,0,0,8.56714499892911e-05,0.000193589424486297,0.000165862139964769,0.00013093718288651,0,2.3392360055206e-05,0.000234785875281743,0.000105913503971756,0,3.72079178449174e-05,3.07635513443672e-05,3.54095109946532e-05,6.62361318099023e-05,3.41985568209022e-05,0,0.000748239436619718,4.34877147205914e-05,0.000163644694639
Mariprofundus,0.000148557506610809,8.02825947334618e-05,0.00013282858471143,2.29943204028605e-05,7.27881500891655e-05,0,0.000146477222791856,0.00160797555877151,0.000708955223880597,0.000202804496465407,0.00027396377231999,0.000260790194288695,0.00015459933006957,0.00077104304990362,0.000110622528277884,0.000114387682734323,0.000458280140102786,0.000237127371273713,0.000163746520386442,0.000892186326070624,0.000176522506619594,0.000439238653001464,0.000223247507069504,0.000369162616132406,0.000177047554973266,6.62361318099023e-05,6.83971136418043e-05,0,0,0.000130463144161774,0
Aminicenantales,0.00109932554891999,0.000401412973667309,0.00106262867769144,0.00105773873853158,0.000691487425847072,0.00112114606041732,0.00109857917093892,0.00147933751406979,0.000858208955223881,0.000724301773090741,0.000757429252884677,0.000554179162863476,0.000669930430301469,0.000428357249946455,0.000110622528277884,0.00052046395644117,0.00173491767324626,0.000440379403794038,0.00147371868347798,0.000234785875281743,0.00060017652250662,0.000683260126891166,0.000483702931983926,0.000430689718821141,0.000743599730887716,0.00102666004305349,0.000512978352313532,0.000595111583421892,0.000352112676056338,0.0010002174385736,0.000654578778555999
OLB8,0,0,0,4.5988640805721e-05,3.63940750445827e-05,0.000124571784490813,0,0,3.73134328358209e-05,2.89720709236296e-05,0,0,0,0,0,1.14387682734323e-05,6.54685914432551e-05,3.38753387533875e-05,4.67847201104119e-05,4.69571750563486e-05,0.000105913503971756,0,0,3.07635513443672e-05,0,3.31180659049512e-05,0,0,0,0.000391389432485323,0.0015709890685344
Ellin6067,0,0,0,0,0,6.22858922454064e-05,0.000146477222791856,6.43190223508603e-05,3.73134328358209e-05,2.89720709236296e-05,0,3.25987742860868e-05,0.000128832775057975,0,0.00030421195276418,6.86326096405939e-05,6.54685914432551e-05,0.000101626016260163,0.00011696180027603,4.69571750563486e-05,3.53045013239188e-05,0,0,0,0,0,0,0,0.000880281690140845,4.34877147205914e-05,3.27289389278e-05
Chitinophagaceae,2.97115013221618e-05,0,0,0,0,0,0,6.43190223508603e-05,3.73134328358209e-05,0.000173832425541778,3.22310320376458e-05,0.000162993871430434,2.5766555011595e-05,0.000128507174983937,0.000525457009319948,0.000211617213058498,0.000294608661494648,6.77506775067751e-05,0.000444454841048913,4.69571750563486e-05,0.000176522506619594,4.88042947779405e-05,3.72079178449174e-05,3.07635513443672e-05,3.54095109946532e-05,0,3.41985568209022e-05,0,0.00039612676056338,0.000695803435529463,0.0012764286181842
KCM-B-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Izimaplasma,5.94230026443236e-05,8.02825947334618e-05,6.64142923557149e-05,4.5988640805721e-05,3.63940750445827e-05,9.34288383681096e-05,0.000512670279771496,0.000128638044701721,0.000522388059701492,0.000724301773090741,0.000950815445110552,0.000293388968574782,0.000721463540324659,0.000171342899978582,0.00813075582842446,0.0109297430852646,0.0139120756816917,0.00152439024390244,0.00421062480993707,0.00187828700225394,0.00172992056487202,0.00170815031722792,0.000520910849828844,0.00021534485941057,7.08190219893063e-05,9.93541977148535e-05,0.000102595670462706,0,0.00382922535211268,0.000565340291367689,0.000589120900700399
TACK,0.000356538015865942,8.02825947334618e-05,0.00053131433884572,0.000321920485640047,0.00040033482549041,0.000218000622858922,0.00036619305697964,0.000643190223508603,0.00104477611940298,0.000376636922007185,0.000306194804357636,0.000228191420002608,0.000618397320278279,0.00038552152495181,8.29668962084128e-05,0.000154423371691336,0.00013093718288651,0.000101626016260163,0.000210531240496854,0,0.000176522506619594,0.000292825768667643,0.000297663342759339,0.000399926167476774,0.000354095109946532,0.000264944527239609,0.000273588454567217,8.50159404888417e-05,0.000220070422535211,0.000478364861926506,0
Propionivibrio,2.97115013221618e-05,0,0,0,0,0,0.000219715834187784,3.21595111754301e-05,3.73134328358209e-05,8.69162127708889e-05,4.83465480564688e-05,6.51975485721737e-05,0.00010306622004638,8.56714499892911e-05,0.000691390801736774,8.57907620507424e-05,6.54685914432551e-05,0.000203252032520325,9.35694402208239e-05,4.69571750563486e-05,7.06090026478376e-05,0,7.44158356898348e-05,0,0,0,0,0,0.000924295774647887,4.34877147205914e-05,0.0001963736335668
IheB3-7,0.00142615206346377,0.00128452151573539,0.00116225011622501,0.001977511554646,0.000873457801069986,0.00137028962939894,0.00219715834187784,0.00115774240231548,0.00111940298507463,0.00101402248232704,0.00182105331012699,0.00120615464858521,0.00128832775057975,0.00158492182480188,0.000442490113111535,0.00114387682734323,0.00176765196896789,0.000982384823848239,0.00257315960607266,0.0016435011269722,0.00183583406884378,0.00107369448511469,0.00178598005655604,0.00123054205377469,0.00141638043978613,0.0014240768339129,0.000854963920522554,0.00110520722635494,0.000660211267605634,0.00147858230050011,0.000818223473194999
Lewinella,0.000713076031731883,0.000401412973667309,0.000796971508268579,0.000988755777323001,0.000363940750445827,0.000840859545312987,0.000732386113959279,0.000289435600578871,0.000373134328358209,0.0010719666241743,0.00104750854122349,0.00117355587429913,0.000721463540324659,0.00102805739987149,0.00525457009319948,0.00223627919745602,0.00157124619463812,0.00196476964769648,0.000888909682097827,0.00169045830202855,0.00127096204766108,0.000634455832113226,0.000706950439053431,0.000922906540331016,0.000708190219893063,0.000596125186289121,0.000170992784104511,0.000467587672688629,0.000704225352112676,0.000956729723853012,0.00163644694639
Geobacteraceae,0,0,0,0,3.63940750445827e-05,0,0,9.64785335262904e-05,7.46268656716418e-05,0.000115888283694518,1.61155160188229e-05,3.25987742860868e-05,7.72996650347848e-05,8.56714499892911e-05,0.000497801377250477,8.57907620507424e-05,3.27342957216275e-05,0.0002710027100271,2.3392360055206e-05,0,0,0,7.44158356898348e-05,0,0,0,0,0,0.00140845070422535,4.34877147205914e-05,0
Simiduia,0,0,0,0,0,0,0.000659147502563351,0.000450233156456022,0.000597014925373134,0.000463553134778074,0.000451234448527042,0.000228191420002608,0.00020613244009276,0.00124223602484472,0.00154871539589037,0.00152707556450321,0.00144030901175161,0.00609756097560976,0.000210531240496854,0.000657400450788881,0.000247131509267432,0.000390434358223524,0,3.07635513443672e-05,0,0,0,0,0.000176056338028169,0.000130463144161774,0.0001309157557112
Rhodocyclaceae,0.00273345812163889,0.00248876043673732,0.00189280733213788,0.00119570466094875,0.00291152600356662,0.00520087200249144,0.00622528196865387,0.00237980382698183,0.00276119402985075,0.00480936377332252,0.0023206343067105,0.00283609336288956,0.00237052306106674,0.00278432212465196,0.0373627589258552,0.00796138271830889,0.0134537955415889,0.00396341463414634,0.00654986081545767,0.00225394440270473,0.00183583406884378,0.00126891166422645,0.0017115642208662,0.00076908878360918,0.000460323642930491,0.00162278522934261,0.000239389897746315,0.0038682252922423,0.0256602112676056,0.004044357469015,0.0103750736401126
FTLpost3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,0,0,0,2.29943204028605e-05,7.27881500891655e-05,6.22858922454064e-05,0.00036619305697964,3.21595111754301e-05,0,2.89720709236296e-05,0,0,0,0,2.76556320694709e-05,4.57550730937293e-05,0,6.77506775067751e-05,7.01770801656179e-05,4.69571750563486e-05,0,0,0,0,0,0,0,0,0.000132042253521127,0,6.54578778555999e-05
Bathyarchaeota,0.00118846005288647,0.00128452151573539,0.00308826459454075,0.00324219917680333,0.00160133930196164,0.00227343506695733,0.00256335139885748,0.00443801254220936,0.00279850746268657,0.00292617916328659,0.0028846773673693,0.00391185291433042,0.00523061066735377,0.00248447204968944,0.000497801377250477,0.000794994395003546,0.000720154505875806,0.00128726287262873,0.0031345762473976,0.00140871525169046,0.00151809355692851,0.00463640800390434,0.0019348117279357,0.00316864578846982,0.00329308452250274,0.00281503560192085,0.00338565712526931,0.00216790648246546,0.000792253521126761,0.00382691889541205,0.00163644694639
Arenicella,0.000118846005288647,8.02825947334618e-05,0,9.1977281611442e-05,0,0,0,0,3.73134328358209e-05,2.89720709236296e-05,1.61155160188229e-05,3.25987742860868e-05,0,4.28357249946455e-05,0,3.43163048202969e-05,0,0,2.3392360055206e-05,0,0,0,3.72079178449174e-05,0,0,6.62361318099023e-05,0,0,0,0,3.27289389278e-05
Marinovum,0.000742787533054045,0.000401412973667309,0.00116225011622501,0.000574858010071512,0.00080066965098082,0.000747430706944877,0.000732386113959279,0.000675349734684033,0.000559701492537313,0.000927106269556148,0.000999161993167021,0.000945364454296518,0.000695696985313064,0.00115656457485543,0.000691390801736774,0.000966575919105031,0.000360077252937903,0.000677506775067751,0.000748555521766591,0.00103305785123967,0.000988526037069726,0.000780868716447047,0.000930197946122935,0.00135359625915216,0.000956056796855635,0.000827951647623779,0.000581375465955337,0.00114771519659936,0.00118838028169014,0.000782778864970646,0.0010145971067618
AqS1,0.000207980509255133,0,0.000199242877067145,4.5988640805721e-05,3.63940750445827e-05,0.000404858299595142,7.32386113959279e-05,6.43190223508603e-05,3.73134328358209e-05,0.000202804496465407,8.05775800941146e-05,0.000228191420002608,0.00010306622004638,0,0,1.71581524101485e-05,6.54685914432551e-05,0,0,9.39143501126972e-05,0,0,0.000111623753534752,6.15271026887344e-05,3.54095109946532e-05,6.62361318099023e-05,0.000136794227283609,0.000127523910733262,8.80281690140845e-05,8.69754294411829e-05,0
Microtrichaceae,0.000267403511899456,0.000160565189466924,9.96214385335724e-05,0.000137965922417163,3.63940750445827e-05,0.000311429461227032,0.000146477222791856,0.000192957067052581,0.000186567164179104,8.69162127708889e-05,0.000145039644169406,0,5.15331100231899e-05,8.56714499892911e-05,5.53112641389419e-05,4.57550730937293e-05,0.00013093718288651,0,7.01770801656179e-05,0,0.000141218005295675,4.88042947779405e-05,7.44158356898348e-05,3.07635513443672e-05,7.08190219893063e-05,0.000132472263619805,0.000102595670462706,8.50159404888417e-05,8.80281690140845e-05,0,3.27289389278e-05
Alteromonadaceae,0.000178269007932971,0.000481695568400771,0.000199242877067145,4.5988640805721e-05,0.000436728900534993,0.000124571784490813,0,0,0,0,8.05775800941146e-05,0.000130395097144347,5.15331100231899e-05,0.000128507174983937,5.53112641389419e-05,0.000303127359245956,6.54685914432551e-05,0.000169376693766938,0,9.39143501126972e-05,7.06090026478376e-05,4.88042947779405e-05,3.72079178449174e-05,0.000646034578231711,0.000389504620941185,0.000364298724954463,0.000341985568209022,0.000340063761955367,0.000352112676056338,0,0
Saccharospirillaceae,0,0,0,0,0,0,7.32386113959279e-05,0,3.73134328358209e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27289389278e-05
Clostridia vadinBB60 group,5.94230026443236e-05,0,3.32071461778575e-05,4.5988640805721e-05,3.63940750445827e-05,6.22858922454064e-05,7.32386113959279e-05,3.21595111754301e-05,7.46268656716418e-05,5.79441418472592e-05,6.44620640752917e-05,0,0.00010306622004638,0,0,0.000154423371691336,0.000392811548659531,3.38753387533875e-05,0.000163746520386442,9.39143501126972e-05,7.06090026478376e-05,0.000195217179111762,0,0,0,9.93541977148535e-05,0,4.25079702444208e-05,0,0,0.0002291025724946
Caldora VP642b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Draconibacterium,0.00430816769171346,0.00449582530507386,0.00385202895663147,0.00328818781760905,0.00385777195472577,0.00364372469635628,0.00637175919144573,0.00530631934394597,0.00309701492537313,0.00695329702167111,0.00910526655063495,0.00485721736862694,0.00703426951816542,0.00535446562433069,0.0121684781105672,0.0233408066619386,0.0313267210055976,0.0111788617886179,0.0185267491637231,0.0143219383921863,0.0144042365401589,0.0137628111273792,0.0123902366423575,0.00676798129576078,0.0066569880669948,0.00374234144725948,0.00533497486406074,0.00272051009564293,0.00765845070422535,0.00278321374211785,0.003927472671336
Alphaproteobacteria,0.000594230026443236,0.000642260757867694,0.000498107192667862,0.000436892087654349,0.000618699275757907,0.000622858922454064,7.32386113959279e-05,0.000514552178806882,0.000597014925373134,0.000637385560319852,0.000402887900470573,0.000391185291433042,0.000334965215150734,0.000556864424930392,0.000276556320694709,0.000200178444785066,0.000229140070051393,0.000609756097560976,0.000163746520386442,0.000187828700225394,0.000317740511915269,0.000488042947779405,0.000334871260604257,0.00021534485941057,0.000601961686909104,0.000364298724954463,0.000512978352313532,0.000595111583421892,0.000484154929577465,0.000826266579691237,0.0003927472671336
Lutimonas,0.00172326707668538,0.00353243416827232,0.00282260742511789,0.00922072248154706,0.00123739855151581,0.00308315166614762,0.00270982862164933,0.00308731307284129,0.00182835820895522,0.00417197821300267,0.00489911686972217,0.00524840266005998,0.00327235248647256,0.0023559648747055,0.00185292734865455,0.00203038136853424,0.00150577760319487,0.0024390243902439,0.0125616973496456,0.00549398948159279,0.00462488967343336,0.00195217179111762,0.0057672272659622,0.00526056727988679,0.00378881767642789,0.00208643815201192,0.00194931773879142,0.00199787460148778,0.0028169014084507,0.00200043487714721,0.0019310073967402
[Desulfobacterium] catecholicum group,0.000297115013221618,0.000160565189466924,0.000464900046490005,0.000275931844834326,0.00040033482549041,0.000436001245717845,0.000512670279771496,0.000418073645280592,0.000447761194029851,0.000492525205701704,0.00027396377231999,0.000423784065719129,0.000463797990208709,0.00038552152495181,0.000470145745181006,0.00100089222392533,0.000720154505875806,0.000677506775067751,0.000631593721490561,0.00032870022539444,0.000458958517210944,0.000683260126891166,0.000111623753534752,0.000246108410754938,0.000141638043978613,0.000463652922669316,0.000273588454567217,0.000212539851222104,0.00202464788732394,0.000130463144161774,0.000490934083916999
Chryseolinea,0,0,0,0,7.27881500891655e-05,6.22858922454064e-05,0.000146477222791856,0,0,2.89720709236296e-05,9.66930961129375e-05,6.51975485721737e-05,0.00010306622004638,8.56714499892911e-05,0.000248900688625239,0.000125826451007755,0.000360077252937903,0.000101626016260163,0.00011696180027603,0,3.53045013239188e-05,0,3.72079178449174e-05,0,0,6.62361318099023e-05,3.41985568209022e-05,0,0.000528169014084507,8.69754294411829e-05,3.27289389278e-05
Oligoflexaceae,5.94230026443236e-05,8.02825947334618e-05,3.32071461778575e-05,0,3.63940750445827e-05,6.22858922454064e-05,0,0,0,0,3.22310320376458e-05,3.25987742860868e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31180659049512e-05,0,0,0,0.000260926288323549,0
Erysipelothrix,2.97115013221618e-05,0,0,0,0,0,7.32386113959279e-05,0,3.73134328358209e-05,0.000173832425541778,3.22310320376458e-05,0,2.5766555011595e-05,0,0.000387178848972593,5.71938413671616e-05,3.27342957216275e-05,3.38753387533875e-05,9.35694402208239e-05,0,0,0,0,0,0,0,0,0,0.000308098591549296,0,0
Chryseobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28357249946455e-05,0.000193589424486297,5.71938413671616e-06,3.27342957216275e-05,3.38753387533875e-05,0,0,0,0,0,0,0,0,0,0,0,4.34877147205914e-05,0
Bermanella,0.000415961018510265,0.000401412973667309,9.96214385335724e-05,2.29943204028605e-05,0.000145576300178331,0,0,0,0.000298507462686567,5.79441418472592e-05,3.22310320376458e-05,6.51975485721737e-05,5.15331100231899e-05,0.000128507174983937,8.29668962084128e-05,0.000171581524101485,3.27342957216275e-05,0,4.67847201104119e-05,4.69571750563486e-05,3.53045013239188e-05,0,0,9.22906540331016e-05,0.000318685598951878,0.00056300712038417,0.00191511918197052,0.00051009564293305,0.00334507042253521,4.34877147205914e-05,0
Crocinitomicaceae,0.0012478830555308,0.001043673731535,0.00112904297004715,0.000850789854905838,0.000764275575936238,0.00112114606041732,0.00219715834187784,0.0017044540922978,0.00246268656716418,0.00254954224127941,0.00328756526783988,0.00224931542573999,0.00262818861118268,0.00227029342471621,0.00221245056555768,0.00456978792523621,0.00212772922190579,0.00399728997289973,0.00318136096750801,0.00309917355371901,0.00180052956751986,0.00258662762323084,0.0023440988242298,0.00172275887528456,0.00208916114868454,0.00175525749296241,0.00112855237508977,0.0010201912858661,0.0019806338028169,0.00186997173298543,0.0013746154349676
Nannocystaceae,2.97115013221618e-05,0,0.000199242877067145,0,3.63940750445827e-05,3.11429461227032e-05,0,3.21595111754301e-05,7.46268656716418e-05,5.79441418472592e-05,0.000225617224263521,0,7.72996650347848e-05,0.000342685799957164,0,0.000303127359245956,9.82028871648826e-05,0.00040650406504065,7.01770801656179e-05,0,3.53045013239188e-05,0.000146412884333821,0,0.000123054205377469,3.54095109946532e-05,9.93541977148535e-05,0.000102595670462706,0,0.000308098591549296,8.69754294411829e-05,6.54578778555999e-05
Sphingopyxis,2.97115013221618e-05,0,0,0,0,0.000186857676736219,0.000146477222791856,3.21595111754301e-05,7.46268656716418e-05,0.000202804496465407,0.000241732740282344,0,7.72996650347848e-05,0.000128507174983937,0.00143809286761249,0.000257372286152227,0.000360077252937903,0.0002710027100271,0.000327493040772884,0,7.06090026478376e-05,4.88042947779405e-05,0,0,3.54095109946532e-05,3.31180659049512e-05,0,4.25079702444208e-05,0.000792253521126761,4.34877147205914e-05,3.27289389278e-05
Acetothermiia,0.000267403511899456,8.02825947334618e-05,0.000232450023245002,6.89829612085815e-05,0.000181970375222914,0.000155714730613516,0.000146477222791856,6.43190223508603e-05,0.000335820895522388,0.000144860354618148,0.00011280861213176,0.000391185291433042,0.00015459933006957,0.000171342899978582,0,6.29132255038777e-05,0.000163671478608138,0.000101626016260163,0.000304100680717678,9.39143501126972e-05,0.000176522506619594,0.000390434358223524,0.000297663342759339,0.000123054205377469,0.000141638043978613,0.00029806259314456,0.000170992784104511,8.50159404888417e-05,8.80281690140845e-05,0.000217438573602957,3.27289389278e-05
Granulosicoccus,2.97115013221618e-05,0,3.32071461778575e-05,2.29943204028605e-05,3.63940750445827e-05,3.11429461227032e-05,7.32386113959279e-05,0,0,2.89720709236296e-05,1.61155160188229e-05,0,2.5766555011595e-05,0,0,2.85969206835808e-05,9.82028871648826e-05,0,2.3392360055206e-05,0,3.53045013239188e-05,0,7.44158356898348e-05,0,7.08190219893063e-05,0,3.41985568209022e-05,0,4.40140845070423e-05,0,3.27289389278e-05
PS1 clade,0.000118846005288647,0.000160565189466924,0,0,0.000181970375222914,3.11429461227032e-05,0,0,0,2.89720709236296e-05,0,0,2.5766555011595e-05,0,2.76556320694709e-05,5.71938413671616e-06,0,0,0,0,3.53045013239188e-05,0,3.72079178449174e-05,0,3.54095109946532e-05,0,0,4.25079702444208e-05,0,8.69754294411829e-05,0
SEEP-SRB1,0.00368422616394806,0.00385356454720617,0.0071063292820615,0.00623146082917519,0.00462204753066201,0.0057925879788228,0.00483374835213124,0.0093905772632256,0.00649253731343284,0.00460655927685711,0.00493134790175981,0.00837788499152432,0.0097139912393713,0.00663953737417006,0.000940291490362012,0.00219052412436229,0.00268421224917346,0.0018970189701897,0.00362581580855693,0.00333395942900075,0.00374227714033539,0.00697901415324549,0.00494865307337401,0.00430689718821141,0.00368258914344393,0.00374234144725948,0.00352245135255292,0.00501594048884166,0.00189260563380282,0.00743639921722113,0.0024873993585128
Azovibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53112641389419e-05,5.71938413671616e-06,0,6.77506775067751e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfobulbus,0.00121817155420863,0.000722543352601156,0.000996214385335724,0.00119570466094875,0.00171052152709539,0.00121457489878543,0.00197744250769005,0.0020260492040521,0.00164179104477612,0.0012747711206397,0.00162766711790112,0.00153214239144608,0.000979129090440608,0.00154208609980724,0.00176996045244614,0.00102376976047219,0.00157124619463812,0.000880758807588076,0.00138014924325715,0.000657400450788881,0.000847308031774051,0.000780868716447047,0.000967405863967852,0.000861379437642281,0.000849828263871676,0.000993541977148535,0.00133374371601518,0.000807651434643996,0.00250880281690141,0.000826266579691237,0.0014073443738954
Malonomonas,0.00121817155420863,0.000802825947334618,0.00126187155475858,0.000597852330474373,0.00171052152709539,0.00087200249143569,0.000952101948147063,0.00144717800289436,0.00130597014925373,0.000985050411403407,0.00109585508927996,0.000391185291433042,0.000644163875289874,0.00107089312486614,0.00129981470726513,0.00317997758001418,0.00219319781334905,0.00186314363143631,0.00175442700414045,0.00211307287753569,0.00176522506619594,0.00195217179111762,0.00115344545319244,0.000707561680920445,0.00123933288481286,0.000430534856764365,0.000444581238671728,0.000467587672688629,0.00154049295774648,0.000869754294411829,0.001472802251751
P0X4b2H11,0,0,0,0,0,0,0,0,0.000111940298507463,0,0,0,0,0,0,5.71938413671616e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandaracinus,0,0,9.96214385335724e-05,0,0,0,7.32386113959279e-05,0,0,8.69162127708889e-05,0,3.25987742860868e-05,0,0,0.000110622528277884,2.28775365468646e-05,0,3.38753387533875e-05,0,0,3.53045013239188e-05,0,3.72079178449174e-05,0,0,0,0,0,8.80281690140845e-05,0,0
GIF3,5.94230026443236e-05,0.000321130378933847,9.96214385335724e-05,4.5988640805721e-05,7.27881500891655e-05,9.34288383681096e-05,0.000292954445583712,0.000482392667631452,0.000111940298507463,0.000144860354618148,0.000209501708244698,0.000391185291433042,0.000876062870394228,8.56714499892911e-05,0.000110622528277884,0.000108668298597607,3.27342957216275e-05,0.000169376693766938,0.00023392360055206,4.69571750563486e-05,7.06090026478376e-05,0.000585651537335285,0.000186039589224587,0.000461453270165508,0.000106228532983959,0.000132472263619805,0.000273588454567217,0.000255047821466525,4.40140845070423e-05,0.000130463144161774,0.0001309157557112
Hyphomicrobium,0.000267403511899456,0,0.000232450023245002,0.000114971602014302,0.000327546675401245,0.000467144191840548,0.000439431668375568,0.000160797555877151,7.46268656716418e-05,0.000898134198632518,0.00151485850576935,0.00104316077715478,0.000541097655243494,0.000257014349967873,0.00483973561215742,0.00109240237011279,0.00441912992241972,0.00118563685636856,0.000865517322042621,0.000751314800901578,0.000706090026478376,0.000488042947779405,0.000744158356898348,0.000123054205377469,0.000531142664919797,0.000827951647623779,0.000273588454567217,0.000297555791710946,0.000440140845070423,0.000521852576647097,0.000818223473194999
Pontibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodanobacteraceae,0,0,0,0,0,3.11429461227032e-05,0,6.43190223508603e-05,3.73134328358209e-05,0.000115888283694518,0.000177270676207052,0.000880166905724345,0.000128832775057975,0.000171342899978582,0.00168699355623773,0.00044611196266386,0.00026187436577302,0.00013550135501355,0.000163746520386442,0.000234785875281743,7.06090026478376e-05,4.88042947779405e-05,0,0.000153817756721836,0.000212457065967919,3.31180659049512e-05,0.000102595670462706,0.0010201912858661,0.00316901408450704,0.00160904544466188,0.00461478038881979
Blastocatella,5.94230026443236e-05,0,0,4.5988640805721e-05,0,3.11429461227032e-05,7.32386113959279e-05,0,3.73134328358209e-05,0,6.44620640752917e-05,3.25987742860868e-05,0,0,2.76556320694709e-05,1.14387682734323e-05,3.27342957216275e-05,0,0,0,0,0,7.44158356898348e-05,0,0,0,0,0,8.80281690140845e-05,0,3.27289389278e-05
